words,links,capital_words,spam_word_count,is_spam
190,9,18,8,1
221,1,4,1,0
665,9,15,8,1
47,1,1,0,0
232,1,2,0,0
71,1,2,2,0
160,1,2,2,0
609,8,20,8,1
149,1,8,10,1
171,4,3,0,0
903,5,5,3,1
981,3,13,7,1
400,0,10,0,0
149,2,0,1,0
288,1,2,4,0
260,1,1,0,0
162,2,1,1,0
459,7,22,7,1
454,4,15,2,1
92,1,3,1,0
239,1,3,6,0
546,0,22,7,1
857,2,25,0,1
856,3,1,6,1
279,0,3,1,0
444,8,0,6,1
53,2,16,6,1
28,1,2,2,0
202,0,3,2,0
257,2,2,2,0
92,3,29,10,1
574,7,0,10,1
531,3,17,7,1
82,2,3,2,0
802,2,15,3,1
58,2,1,0,0
892,6,8,6,1
118,1,3,0,0
161,5,27,6,1
95,6,8,7,1
164,7,10,6,1
214,2,0,0,0
49,1,2,1,0
157,2,0,2,0
51,3,3,0,0
119,0,3,1,0
236,2,1,2,0
241,2,3,1,0
258,1,1,1,0
287,1,8,2,0
103,1,3,1,0
183,2,0,5,0
935,5,28,5,1
802,10,30,8,1
324,8,19,10,1
145,2,2,0,0
299,0,2,0,0
126,1,3,0,0
567,1,16,4,1
168,1,29,4,1
195,2,5,0,1
118,2,1,0,0
65,6,16,10,1
64,1,2,2,0
180,0,8,4,1
211,1,0,0,0
545,10,7,0,1
431,1,1,2,0
274,2,0,1,0
926,3,22,5,1
97,0,0,0,0
283,4,26,6,1
130,3,13,5,1
89,4,29,3,1
153,2,29,4,1
212,5,2,0,0
329,3,1,2,0
377,2,0,2,0
428,9,5,2,1
198,3,22,10,1
99,2,21,7,1
102,6,19,7,1
368,1,4,1,0
77,2,0,0,0
144,0,0,9,1
197,2,3,5,0
255,1,1,0,0
270,4,1,1,0
814,0,7,9,1
78,2,0,2,0
568,4,17,10,1
185,2,1,1,0
165,3,4,0,0
175,2,2,2,0
880,1,17,7,1
902,7,9,1,1
198,1,7,3,0
21,0,2,4,0
85,6,4,3,1
234,4,25,5,1
900,7,17,5,1
226,5,8,2,0
132,3,8,5,1
863,7,17,5,1
52,0,2,2,0
120,2,21,3,1
670,2,16,2,1
688,7,29,3,1
196,0,9,6,1
333,10,7,10,1
396,5,7,9,1
192,3,16,3,1
456,3,11,10,1
218,1,7,3,0
76,3,5,9,1
735,7,30,1,1
799,7,28,5,1
65,2,8,0,0
456,0,5,1,0
110,1,2,0,0
75,3,7,6,1
743,6,7,0,1
472,2,1,2,0
62,2,2,0,0
245,2,2,2,0
318,2,3,0,0
368,2,16,2,1
633,2,19,8,1
937,3,20,4,1
269,2,0,5,0
323,3,25,3,1
103,1,3,2,0
131,1,2,4,0
672,5,23,4,1
194,10,27,5,1
453,1,0,1,0
225,2,8,2,0
193,10,7,4,1
447,2,0,0,0
57,8,15,6,1
183,0,2,0,0
553,3,9,10,1
166,1,2,0,0
127,5,23,10,1
744,10,3,7,1
668,8,5,3,1
273,2,3,1,0
910,7,24,4,1
32,2,3,2,0
169,8,25,9,1
167,9,9,4,1
419,8,8,6,1
150,4,16,0,1
535,3,11,3,1
174,4,3,4,0
430,8,18,6,1
852,3,11,6,1
180,3,2,0,0
180,3,30,5,1
844,10,8,1,1
400,10,27,10,1
955,5,11,5,1
73,2,4,1,0
955,8,16,10,1
490,1,2,6,0
163,0,0,2,0
295,3,1,2,0
250,2,0,1,0
167,0,2,1,0
573,2,27,5,1
215,1,1,0,0
478,0,9,9,1
294,2,1,0,0
130,5,13,4,1
183,1,23,3,1
25,2,7,0,0
75,0,2,1,0
422,5,1,0,0
199,2,8,2,0
529,2,30,9,1
55,3,2,10,1
577,6,1,5,1
65,1,2,1,0
335,8,20,1,1
185,1,2,2,0
106,10,11,10,1
187,4,9,5,1
732,4,11,1,1
226,3,5,5,1
491,3,2,2,0
184,0,4,0,0
216,1,0,5,0
882,7,21,3,1
115,1,5,0,0
832,1,5,3,1
236,1,10,2,0
107,1,0,2,0
122,1,1,1,0
196,1,1,2,0
153,2,10,5,0
156,2,2,1,0
182,2,5,4,0
305,2,6,10,1
637,4,7,9,1
42,1,1,2,0
333,1,5,10,1
333,3,5,4,1
189,0,2,0,0
260,1,1,1,0
87,2,2,1,0
259,1,0,2,0
189,4,2,0,0
271,4,4,2,0
36,2,1,0,0
138,7,28,4,1
268,5,5,6,1
47,5,0,0,0
447,10,5,4,1
836,1,24,8,1
260,5,2,2,0
503,10,13,3,1
451,1,2,1,0
335,2,1,1,0
89,2,2,2,0
201,2,9,2,0
194,2,3,3,0
334,3,27,6,1
487,5,6,3,1
632,0,24,4,1
297,2,13,7,1
260,3,2,1,0
232,0,0,1,0
256,2,3,1,0
638,5,29,8,1
145,6,17,7,1
275,10,28,3,1
205,4,3,3,1
63,1,6,0,0
433,4,3,10,1
55,2,10,5,0
157,2,24,6,1
206,4,20,6,1
278,5,2,0,0
188,7,10,7,1
292,0,0,5,0
153,5,0,0,0
269,2,1,0,0
117,2,24,5,1
196,0,1,2,0
197,0,3,0,0
130,1,2,2,0
116,2,24,1,1
918,6,1,5,1
780,9,7,3,1
596,1,5,0,1
443,1,28,6,1
613,2,13,5,1
193,2,0,0,0
167,5,3,4,0
274,0,1,1,0
189,5,5,7,1
951,0,14,5,1
623,4,25,3,1
736,3,3,9,1
212,1,3,1,0
151,1,3,2,0
759,8,11,8,1
375,1,6,1,0
657,1,17,3,1
938,6,0,9,1
541,7,1,3,1
343,0,30,10,1
482,2,1,2,0
144,6,8,4,1
409,2,15,3,1
159,2,9,2,0
959,5,21,5,1
784,9,6,3,1
610,8,20,5,1
162,9,21,4,1
476,2,3,3,0
379,2,11,8,1
217,5,0,1,0
272,5,20,5,1
668,9,1,5,1
204,2,3,0,0
71,2,0,1,0
474,8,23,6,1
543,5,2,5,1
881,5,26,4,1
608,10,8,6,1
121,8,10,8,1
283,2,3,1,0
251,1,1,0,0
868,10,16,5,1
271,4,1,0,0
210,10,21,4,1
176,1,2,1,0
79,4,0,2,0
99,10,8,7,1
470,3,22,10,1
835,8,6,8,1
231,1,2,6,0
694,1,29,5,1
152,3,20,2,1
558,6,0,10,1
178,1,2,2,0
282,2,1,0,0
78,3,3,9,1
256,0,1,2,0
275,0,0,3,0
182,1,0,0,0
33,0,1,1,0
585,9,9,0,1
414,1,1,0,0
591,1,18,9,1
191,10,25,3,1
867,2,1,8,1
280,2,2,2,0
241,2,10,2,0
68,1,1,2,0
22,1,3,4,0
557,2,25,1,1
174,0,24,4,1
281,1,3,0,0
849,1,10,0,1
359,9,2,6,1
124,2,0,8,1
56,4,30,8,1
281,1,2,0,0
258,0,2,2,0
140,1,3,4,0
54,1,3,3,0
232,0,4,8,1
176,1,1,2,0
332,7,5,6,1
94,9,7,1,1
884,4,5,8,1
244,0,1,1,0
29,4,2,0,0
249,7,6,3,1
181,2,1,2,0
195,0,0,1,0
35,2,6,4,0
375,3,3,3,1
413,8,24,1,1
47,3,1,5,0
56,10,2,4,1
196,1,0,6,0
769,10,3,5,1
956,6,5,7,1
244,0,0,0,0
112,1,2,0,0
174,2,2,2,0
205,0,2,1,0
957,1,9,2,1
233,5,1,2,0
475,0,0,2,0
144,8,27,10,1
935,8,12,5,1
132,6,14,7,1
238,0,10,0,0
607,9,11,1,1
287,4,2,0,0
153,3,30,3,1
795,4,9,6,1
734,3,22,8,1
207,0,9,1,0
79,0,8,6,0
447,1,8,2,0
92,4,5,2,0
106,7,11,1,1
102,4,27,10,1
278,2,7,7,1
690,2,11,8,1
702,2,4,7,1
601,5,14,0,1
943,7,30,4,1
584,9,12,1,1
76,0,7,6,0
151,1,2,1,0
106,0,2,1,0
252,0,2,4,0
237,0,6,0,0
47,0,0,1,0
862,3,2,4,1
205,1,1,1,0
683,7,30,4,1
637,3,30,1,1
60,4,0,0,0
235,1,0,1,0
988,8,16,2,1
810,7,16,4,1
247,0,0,0,0
453,1,7,0,1
148,2,9,5,1
21,0,2,1,0
100,1,1,1,0
938,5,30,7,1
835,10,4,8,1
473,4,12,9,1
613,8,15,4,1
43,0,5,1,0
219,2,9,2,0
394,3,4,3,1
623,8,10,2,1
85,0,2,1,0
153,4,1,1,0
190,6,13,6,1
223,7,21,3,1
290,8,6,7,1
567,5,16,3,1
375,2,0,2,0
60,3,25,9,1
86,0,0,1,0
158,2,8,3,1
908,5,4,8,1
252,1,2,2,0
709,4,0,3,1
290,1,0,0,0
127,4,3,1,0
394,8,27,9,1
108,6,9,2,1
163,2,3,2,0
940,2,9,2,1
261,2,0,2,0
205,1,5,6,0
260,0,0,0,0
83,4,2,1,0
126,1,2,1,0
256,2,3,2,0
933,2,7,3,1
612,0,22,3,1
209,0,2,1,0
169,0,4,1,0
157,1,1,1,0
248,4,10,1,0
109,2,5,2,1
240,1,1,1,0
638,4,5,9,1
465,6,12,6,1
276,5,27,2,1
151,1,2,6,0
616,7,5,4,1
163,2,0,0,0
470,2,0,3,0
675,9,26,2,1
21,0,0,5,0
128,1,24,1,1
62,10,1,9,1
122,2,2,2,0
37,1,9,1,0
155,4,15,10,1
417,5,13,8,1
173,2,1,5,0
113,2,1,1,0
77,5,27,6,1
241,1,10,1,0
596,9,29,7,1
27,1,2,2,0
449,1,3,1,0
239,0,1,2,0
374,3,17,3,1
207,0,3,1,0
738,4,28,7,1
50,2,6,8,1
200,2,2,0,0
828,8,12,4,1
825,6,21,8,1
798,5,12,7,1
205,7,13,7,1
754,2,12,5,1
106,2,0,6,0
228,1,1,1,0
670,2,13,10,1
629,9,7,2,1
152,2,1,2,0
293,2,0,1,0
78,1,10,2,0
143,9,27,4,1
836,1,0,7,1
73,0,3,1,0
490,5,7,7,1
289,3,3,3,0
56,10,7,4,1
875,3,30,8,1
633,1,19,2,1
134,2,1,2,0
394,9,3,8,1
283,4,2,2,0
165,1,3,2,0
243,4,14,3,1
216,0,6,6,0
292,1,3,1,0
281,1,1,0,0
273,1,1,2,0
51,0,2,0,0
451,2,5,3,1
275,2,26,7,1
138,5,8,7,1
65,3,2,7,1
288,0,3,1,0
147,7,25,5,1
134,2,16,2,1
134,9,2,6,1
208,2,1,1,0
958,7,26,7,1
219,4,0,2,0
314,8,28,2,1
181,2,12,2,1
69,1,1,2,0
174,4,14,8,1
60,6,7,8,1
479,2,2,5,0
552,0,13,4,1
312,3,3,2,0
723,6,18,3,1
264,1,4,1,0
35,5,3,1,0
107,10,11,1,1
544,1,15,5,1
45,0,2,0,0
297,0,2,2,0
961,7,1,4,1
147,0,3,2,0
258,2,1,4,1
272,2,3,0,0
345,2,8,6,1
175,1,3,1,0
109,1,3,0,0
866,3,15,3,1
182,2,15,8,1
396,4,11,7,1
254,0,1,1,0
699,7,7,6,1
717,5,30,4,1
448,9,10,9,1
217,1,1,2,0
250,2,3,1,0
305,8,12,4,1
47,1,8,1,0
195,1,0,0,0
648,7,21,4,1
228,1,0,0,0
288,2,2,2,0
982,4,15,5,1
220,4,3,1,0
170,2,2,2,0
802,4,10,4,1
213,2,1,1,0
245,0,0,0,0
243,2,0,1,0
464,5,0,2,0
210,0,0,4,0
112,7,6,5,1
48,2,9,1,0
630,6,22,4,1
226,0,25,8,1
247,2,3,2,0
322,9,2,10,1
188,3,5,4,1
359,0,1,6,1
195,4,3,8,1
82,3,17,6,1
94,1,2,2,0
80,2,3,0,0
116,10,5,0,1
432,2,2,4,0
99,0,0,2,0
78,6,5,10,1
593,8,15,3,1
304,0,4,1,0
256,2,1,1,0
70,5,13,6,1
155,2,17,5,1
712,7,23,10,1
381,1,1,0,0
252,2,0,0,0
265,2,1,2,0
679,8,7,10,1
842,2,23,0,1
891,8,10,3,1
41,1,3,3,0
158,2,21,1,1
218,2,3,1,0
132,2,2,6,0
730,3,17,10,1
113,0,3,2,0
293,1,3,0,0
112,1,2,2,0
75,0,0,2,0
517,6,19,4,1
990,3,24,7,1
101,1,0,0,0
229,0,4,1,0
173,5,1,2,0
301,8,23,10,1
701,4,7,7,1
959,9,28,10,1
208,3,19,8,1
123,3,4,7,1
246,0,1,2,0
132,0,1,0,0
715,6,26,5,1
632,5,29,5,1
237,8,10,3,1
45,1,2,1,0
68,1,1,1,0
489,5,28,0,1
168,2,1,2,0
157,2,0,0,0
376,8,19,8,1
202,2,2,0,0
129,2,21,7,1
352,5,23,4,1
248,0,12,6,1
219,1,8,1,1
400,3,29,8,1
777,5,0,7,1
284,1,1,0,0
174,4,0,1,0
758,2,21,3,1
474,1,2,2,0
944,2,7,10,1
88,2,18,8,1
125,4,6,10,1
250,10,0,4,1
156,1,3,2,0
615,7,7,7,1
221,7,1,6,1
165,0,20,4,1
237,2,3,6,0
351,1,0,0,0
379,0,1,0,0
257,1,1,2,0
363,2,0,0,0
147,2,21,5,1
193,2,2,1,0
48,1,0,0,0
190,10,1,4,1
714,3,5,4,1
135,3,23,9,1
235,0,0,1,0
74,0,2,0,0
657,2,4,3,1
159,4,3,0,0
366,3,0,5,1
129,3,30,1,1
39,2,5,1,0
21,2,3,1,0
929,7,19,1,1
123,9,2,3,1
274,4,3,4,0
270,2,3,1,0
56,1,4,0,0
314,2,8,0,0
37,1,2,2,0
96,2,0,0,0
953,8,14,3,1
694,5,24,4,1
193,2,0,8,1
426,0,2,1,0
327,0,3,0,0
251,8,10,9,1
97,2,2,2,0
159,6,19,7,1
102,2,0,2,0
178,0,8,2,0
718,2,4,8,1
65,1,5,2,0
255,2,1,1,0
68,0,1,2,0
300,2,1,4,0
410,0,0,2,0
206,1,0,1,0
419,1,2,0,0
161,4,8,8,1
997,4,30,3,1
613,2,10,9,1
308,0,2,2,0
624,9,11,9,1
788,7,25,10,1
737,2,4,7,1
143,6,20,3,1
133,0,1,1,0
469,0,10,3,1
23,0,1,1,0
797,9,9,6,1
823,5,9,9,1
240,5,19,9,1
495,5,1,5,0
112,3,12,3,1
200,1,0,0,0
289,0,0,0,0
95,1,3,1,0
944,3,23,7,1
632,8,28,8,1
750,6,21,2,1
166,1,2,4,0
331,3,1,5,1
125,2,3,6,0
149,3,5,10,1
545,7,19,3,1
96,2,0,1,0
297,2,1,2,0
333,2,0,2,0
97,2,1,1,0
997,6,6,7,1
104,1,3,1,0
113,10,9,6,1
158,1,2,2,0
361,9,25,9,1
716,3,28,1,1
461,1,2,0,0
130,1,1,0,0
786,4,6,5,1
102,1,2,0,0
113,0,6,6,0
190,9,22,8,1
614,4,28,0,1
283,2,3,5,0
496,2,3,0,0
124,0,28,7,1
90,2,8,1,0
29,1,3,2,0
129,6,20,1,1
106,0,1,3,0
178,2,1,2,0
159,2,6,8,1
723,2,3,5,1
513,2,23,3,1
990,4,2,3,1
932,6,7,5,1
191,1,0,2,0
204,1,1,3,0
161,6,16,4,1
247,0,2,5,0
127,0,4,0,0
136,6,18,4,1
165,2,3,5,0
111,1,1,1,0
181,8,6,6,1
59,1,3,2,0
247,8,8,8,1
106,1,1,0,0
349,10,25,6,1
676,5,24,5,1
100,2,1,2,0
247,5,2,1,0
138,0,3,0,0
642,5,6,6,1
57,1,1,2,0
549,1,18,7,1
162,5,23,8,1
445,1,2,1,0
315,3,21,3,1
986,5,27,5,1
68,1,3,0,0
602,8,28,6,1
850,6,22,10,1
68,2,2,0,0
482,3,16,6,1
500,4,18,3,1
869,5,5,3,1
185,1,1,3,0
106,3,3,1,0
467,8,1,8,1
195,5,6,1,1
137,10,2,2,1
721,3,5,0,1
63,2,17,0,1
83,5,1,2,0
40,1,10,3,0
292,0,1,0,0
235,0,1,3,0
342,10,8,4,1
128,5,4,3,1
374,4,10,9,1
99,0,1,1,0
215,2,0,1,0
803,0,16,5,1
87,0,3,1,0
366,6,12,8,1
889,3,20,7,1
872,5,0,10,1
865,2,27,7,1
615,9,7,6,1
76,1,2,0,0
271,1,0,2,0
898,2,3,7,1
29,5,5,2,0
279,2,1,1,0
150,2,10,1,0
284,2,3,1,0
482,2,0,2,0
101,3,0,1,1
706,4,6,7,1
79,1,3,3,0
226,0,0,4,0
906,2,2,2,1
214,1,2,1,0
216,7,23,10,1
170,2,0,0,0
143,0,5,8,1
177,0,3,4,0
218,2,2,1,0
152,5,23,6,1
121,3,3,5,1
318,4,25,6,1
955,6,10,8,1
357,1,3,1,0
153,0,3,1,0
200,4,0,2,0
138,2,28,7,1
145,0,16,3,1
62,0,3,2,0
244,2,0,6,0
450,1,7,0,0
347,9,8,0,1
183,5,24,9,1
390,7,26,5,1
291,1,2,4,0
78,2,3,2,0
949,8,19,9,1
502,10,27,6,1
151,4,10,1,0
294,0,2,1,0
255,0,24,10,1
208,2,8,1,0
560,5,17,3,1
146,0,1,2,0
161,4,4,1,1
400,0,0,1,0
127,2,10,1,0
596,1,3,5,1
76,4,0,2,0
497,6,2,4,1
253,0,2,5,0
80,10,25,7,1
277,2,0,5,0
824,2,4,3,1
898,10,25,3,1
73,0,0,0,0
163,1,1,3,0
33,1,2,2,0
131,0,3,2,0
260,2,7,1,0
112,2,6,0,0
248,10,3,3,1
31,0,2,5,0
32,0,4,2,0
791,9,27,6,1
495,6,4,9,1
62,2,10,1,0
665,7,29,10,1
502,2,4,5,1
21,0,1,1,0
251,5,5,0,0
251,3,27,6,1
51,2,24,3,1
253,0,3,1,0
703,9,27,3,1
187,8,15,6,1
49,0,0,0,0
46,1,2,0,0
517,2,18,10,1
80,0,2,2,0
40,1,5,0,0
614,0,0,3,1
20,1,3,0,0
63,2,3,2,0
168,3,6,0,1
857,7,6,9,1
609,6,5,2,1
270,2,2,2,0
900,9,6,6,1
124,4,1,5,1
272,1,1,2,0
225,4,10,2,0
159,3,0,2,0
895,4,22,2,1
299,0,8,0,0
146,4,28,5,1
480,2,3,0,0
218,3,12,10,1
159,5,0,2,0
822,2,10,8,1
241,1,5,1,0
48,0,1,5,0
240,1,2,1,0
121,6,20,9,1
519,4,0,4,1
125,5,8,3,1
186,8,1,7,1
45,2,3,2,0
520,3,24,0,1
153,8,6,6,1
935,5,18,9,1
220,2,0,1,0
688,9,28,9,1
415,2,3,1,0
226,1,10,1,0
855,2,15,3,1
210,0,0,1,0
805,3,30,0,1
357,6,15,7,1
578,9,21,10,1
308,4,1,1,1
224,10,29,10,1
241,0,9,4,0
252,0,0,1,0
230,0,2,5,0
28,0,0,2,0
166,0,0,2,0
261,2,2,2,0
858,10,30,6,1
88,5,3,5,0
655,7,10,1,1
127,2,30,4,1
300,9,4,6,1
97,4,15,10,1
777,2,5,4,1
511,3,15,10,1
408,0,24,8,1
231,4,2,2,0
898,8,27,8,1
300,5,3,6,1
140,1,5,4,0
158,1,10,1,0
366,0,5,0,0
714,10,19,3,1
119,5,1,6,0
282,0,1,4,0
760,2,24,3,1
223,0,0,0,0
27,0,1,2,0
297,1,8,2,0
269,2,3,2,0
41,0,1,2,0
355,1,15,5,1
363,1,1,2,0
271,1,9,0,0
155,5,9,2,0
435,2,0,1,0
179,0,2,0,0
416,2,0,2,0
270,2,5,2,1
145,1,2,0,0
79,2,3,6,0
149,3,25,6,1
81,1,8,0,0
194,2,1,0,0
343,5,0,4,1
193,4,1,2,0
141,7,19,3,1
54,1,1,6,0
164,2,4,2,0
875,2,21,7,1
200,0,0,2,0
38,1,2,1,0
994,9,20,1,1
203,0,2,6,0
436,9,29,5,1
177,2,3,1,0
23,1,2,0,0
330,2,0,2,1
579,3,9,7,1
198,1,3,9,1
375,2,0,0,0
117,2,3,4,0
292,0,4,0,0
118,4,6,10,1
25,0,2,0,0
34,2,1,0,0
87,1,28,7,1
497,1,8,1,0
341,4,27,3,1
170,6,6,8,1
102,2,0,2,0
914,10,5,10,1
180,10,23,6,1
871,8,6,6,1
224,1,6,2,0
656,6,27,3,1
501,7,7,5,1
247,2,4,5,0
50,1,1,0,0
159,0,2,1,0
710,9,14,0,1
287,5,14,10,1
142,0,1,10,1
338,0,0,0,0
889,2,24,10,1
151,3,11,4,1
247,1,7,6,1
119,2,10,1,0
497,3,5,7,1
438,8,26,8,1
118,1,3,0,0
900,2,2,1,1
168,1,0,1,0
724,6,0,10,1
208,1,2,0,0
383,4,15,5,1
188,2,9,3,0
217,0,0,1,0
952,8,27,5,1
452,3,2,0,1
209,3,0,6,0
274,0,0,1,0
72,1,1,2,0
34,2,6,2,0
170,8,23,4,1
240,0,0,2,0
616,2,13,6,1
243,2,0,0,0
613,6,5,9,1
761,2,2,6,1
473,1,0,1,0
893,1,26,8,1
679,7,14,7,1
304,3,25,8,1
498,8,17,10,1
160,3,2,9,1
56,2,2,1,0
273,2,10,2,0
892,5,6,5,1
841,9,1,1,1
679,10,7,6,1
955,8,30,7,1
184,2,0,6,0
519,6,8,6,1
179,2,3,0,0
109,2,1,2,0
850,6,4,3,1
750,3,18,3,1
212,10,6,3,1
853,10,18,3,1
357,9,16,1,1
180,7,21,4,1
415,6,29,6,1
622,7,9,1,1
25,2,0,2,0
45,0,2,2,0
395,5,3,10,1
818,6,7,0,1
79,0,2,0,0
125,8,28,10,1
608,4,29,2,1
198,2,9,2,0
208,0,3,3,0
879,0,5,3,1
94,0,1,2,0
322,5,2,1,0
421,7,17,5,1
72,7,7,1,1
504,3,0,10,1
498,3,10,4,1
62,1,1,0,0
106,2,5,10,1
292,1,0,1,0
892,7,24,8,1
79,4,20,3,1
212,2,3,1,0
83,2,23,3,1
223,9,30,1,1
166,0,22,7,1
172,2,11,10,1
959,2,30,6,1
568,8,20,0,1
699,2,24,5,1
65,0,4,2,0
723,8,30,6,1
110,5,0,1,0
21,0,6,1,0
109,1,1,1,0
161,4,22,3,1
20,2,3,0,0
107,1,1,0,0
222,4,3,2,0
633,8,19,7,1
1000,0,30,6,1
87,0,3,0,0
93,4,0,6,0
38,2,6,1,0
131,5,10,2,1
130,8,10,3,1
183,9,5,9,1
185,1,0,7,1
383,10,10,1,1
131,7,20,10,1
279,2,3,5,1
49,0,8,1,0
169,0,0,2,0
240,1,1,1,0
263,1,4,2,0
223,1,3,1,0
118,3,23,1,1
685,3,24,10,1
134,5,1,0,0
157,3,15,3,1
301,1,21,3,1
124,1,1,2,0
175,1,13,6,1
98,6,3,6,1
